x,y,wl,wr
3.19989522701442,-0.579457563376662,1.5,1.5
3.34875419700046,-0.636686249432589,1.5,1.5
3.49659026466794,-0.696507755177716,1.5,1.5
3.64335827237088,-0.758903807680271,1.5,1.5
3.78901338871037,-0.82385534759371,1.5,1.5
3.93351112222854,-0.891342534978493,1.5,1.5
4.07680733499887,-0.961344755362374,1.5,1.5
4.21885825610847,-1.03384062603724,1.5,1.5
4.35962049502821,-1.10880800259063,1.5,1.5
4.49905105486667,-1.18622398566989,1.5,1.5
4.6371073455039,-1.26606492797696,1.5,1.5
4.77374719660089,-1.34830644149166,1.5,1.5
4.90892887048079,-1.43292340492112,1.5,1.5
5.04261107487802,-1.51988997137336,1.5,1.5
5.17475297555132,-1.60917957625232,1.5,1.5
5.30531420875686,-1.70076494537231,1.5,1.5
5.43425489357763,-1.79461810328906,1.5,1.5
5.56153564410542,-1.89071038184502,1.5,1.5
