# x_m,y_m,w_tr_right_m,w_tr_left_m
131.22215731335868,-51.81978162,1.5,1.5
131.0508356984764,-52.181591,1.5,1.5
130.87388345190502,-52.54073521,1.5,1.5
130.6920496,-52.89572268,1.5,1.5
130.50494272499884,-53.24737528,1.5,1.5
130.3125737334193,-53.59567488,1.5,1.5
130.11552723715357,-53.93961425,1.5,1.5
129.91310539229667,-54.28044018,1.5,1.5
129.70606169094245,-54.61690503,1.5,1.5
129.49405074730947,-54.94961646,1.5,1.5
129.27699507682607,-55.27869635,1.5,1.5
129.0556228183081,-55.60308224,1.5,1.5
128.82915828992373,-55.92393896,1.5,1.5
128.59829785702684,-56.24029173,1.5,1.5
128.36283814694627,-56.55245649,1.5,1.5
128.12254261781408,-56.86074583,1.5,1.5
127.87835364656394,-57.16398567,1.5,1.5
127.62938843061714,-57.46330245,1.5,1.5
127.37620972090217,-57.75802174,1.5,1.5
127.11889631743864,-58.04808283,1.5,1.5
126.8569883912847,-58.33400636,1.5,1.5
126.59151315892582,-58.61469524,1.5,1.5
126.32168217511853,-58.89101223,1.5,1.5
126.04780921109504,-59.16263369,1.5,1.5
125.7703125992941,-59.42917062,1.5,1.5
125.48857526910125,-59.69122534,1.5,1.5
125.20343535013248,-59.94803062,1.5,1.5
124.91448066818053,-60.19998213,1.5,1.5
124.6216458390846,-60.44713398,1.5,1.5
124.32574048154204,-60.68882443,1.5,1.5
124.02599845447556,-60.92569616,1.5,1.5
123.7229670300616,-61.15731822,1.5,1.5
123.41674548536895,-61.38363517,1.5,1.5
123.10687451236574,-61.60498713,1.5,1.5
122.79434953210206,-61.82067727,1.5,1.5
122.47845617439785,-62.03121707,1.5,1.5
122.15945562898264,-62.23642876,1.5,1.5
121.83786137236062,-62.43599939,1.5,1.5
121.51307558419829,-62.63030866,1.5,1.5
121.18572322497172,-62.81898644,1.5,1.5
120.85569926129227,-63.00210847,1.5,1.5
120.52273086377018,-63.17982359,1.5,1.5
120.18775833978822,-63.35164286,1.5,1.5
119.85007785450921,-63.51794217,1.5,1.5
119.50995386601085,-63.67858709,1.5,1.5
119.16785770018684,-63.8333677,1.5,1.5
118.8232552732043,-63.98253114,1.5,1.5
118.47677262212933,-64.12580922,1.5,1.5
118.12828263644464,-64.26326655,1.5,1.5
117.77758059413102,-64.39498117,1.5,1.5
117.4254910418513,-64.52065297,1.5,1.5
117.07142403289461,-64.64050354,1.5,1.5
116.71560399271914,-64.75445262,1.5,1.5
116.35844998088564,-64.86237426,1.5,1.5
115.9995631501051,-64.96439272,1.5,1.5
115.6394670209704,-65.06036121,1.5,1.5
115.27805688262204,-65.15031575,1.5,1.5
114.91525141819201,-65.23427482,1.5,1.5
114.55161307070647,-65.31211406,1.5,1.5
114.18683897918174,-65.38390594,1.5,1.5
113.8210158379227,-65.44963047,1.5,1.5
113.45458773001498,-65.50921363,1.5,1.5
113.08722152775051,-65.5627133,1.5,1.5
112.71927365711808,-65.61007692,1.5,1.5
112.35080151239843,-65.65130207,1.5,1.5
111.9817237899472,-65.6863973,1.5,1.5
111.61246342887337,-65.7153255,1.5,1.5
111.24283166659724,-65.73810566,1.5,1.5
110.87293167487282,-65.75472853,1.5,1.5
110.50314101257209,-65.76518139,1.5,1.5
110.13321136410681,-65.76947391,1.5,1.5
109.76338249335313,-65.76760082,1.5,1.5
109.39384824520445,-65.75956658,1.5,1.5
109.0244684208175,-65.74536807,1.5,1.5
108.65557483795695,-65.72501783,1.5,1.5
108.28710044727032,-65.69851376,1.5,1.5
107.9191512334447,-65.66586106,1.5,1.5
107.55199419266033,-65.6270855,1.5,1.5
107.18552187765498,-65.58217697,1.5,1.5
106.8198807953535,-65.53115067,1.5,1.5
106.45523369816287,-65.47402947,1.5,1.5
106.09159379621924,-65.41081513,1.5,1.5
105.72912127880808,-65.34153464,1.5,1.5
105.36785989922933,-65.26619582,1.5,1.5
105.00792499729381,-65.18482123,1.5,1.5
104.64938770163442,-65.09742531,1.5,1.5
104.29238008602431,-65.00403894,1.5,1.5
103.93697266483252,-64.90467959,1.5,1.5
103.58330862143585,-64.79938738,1.5,1.5
103.23142862424838,-64.68817512,1.5,1.5
102.8814277592448,-64.57108835,1.5,1.5
102.53336868957646,-64.4482142,1.5,1.5
102.18731924886409,-64.31969737,1.5,1.5
101.84158271821185,-64.18503698,1.5,1.5
101.49729779584393,-64.04487449,1.5,1.5
101.15492815017002,-63.89970434,1.5,1.5
100.81194357138325,-63.74876064,1.5,1.5
100.4709038015306,-63.5935482,1.5,1.5
100.13060055628692,-63.43397477,1.5,1.5
99.79033350533591,-63.27016197,1.5,1.5
99.45154960830149,-63.10330617,1.5,1.5
99.11217920620558,-62.93289811,1.5,1.5
98.77325380530355,-62.75995421,1.5,1.5
98.43499842276917,-62.58510597,1.5,1.5
98.09523065909387,-62.40770433,1.5,1.5
