x,y,L_track,R_track
-32.5911872,-70.17350083,1.5,1.5
-33.28744886,-70.24574832,1.5,1.5
-33.98518689,-70.30197684,1.5,1.5
-34.6836617,-70.34816057,1.5,1.5
-35.38365805,-70.34589884,1.5,1.5
-36.08363753,-70.351258,1.5,1.5
-36.78357714,-70.34206299,1.5,1.5
-37.4831394,-70.31731152,1.5,1.5
-38.18187575,-70.27526959,1.5,1.5
-38.87773517,-70.1992455,1.5,1.5
-39.57638519,-70.15579273,1.5,1.5
-40.26826924,-70.04950787,1.5,1.5
-40.95487273,-69.91321538,1.5,1.5
-41.63634998,-69.75325053,1.5,1.5
-42.31461806,-69.58018286,1.5,1.5
-42.99197829,-69.40359544,1.5,1.5
-43.64794099,-69.15923315,1.5,1.5
-44.29206487,-68.88518126,1.5,1.5
-44.92270547,-68.58138456,1.5,1.5
-45.55423459,-68.27943926,1.5,1.5
-46.17902644,-67.96378891,1.5,1.5
-46.78727753,-67.61733456,1.5,1.5
-47.34283805,-67.19147954,1.5,1.5
-47.86620159,-66.72662407,1.5,1.5
-48.44232538,-66.32902958,1.5,1.5
-48.83983426,-65.75284672,1.5,1.5
-49.15751764,-65.12908613,1.5,1.5
-49.44101344,-64.48906259,1.5,1.5
-49.72917004,-63.8511239,1.5,1.5
-49.87195142,-63.1658404,1.5,1.5
-49.95797085,-62.47114575,1.5,1.5
-50.02277907,-61.77415228,1.5,1.5
-49.94274868,-61.07874223,1.5,1.5
-49.9220637,-60.37904791,1.5,1.5
-49.86291695,-59.6815512,1.5,1.5
-49.81342333,-58.98330312,1.5,1.5
-49.77248206,-58.28450143,1.5,1.5
-49.79462805,-57.58485183,1.5,1.5
-49.72871668,-56.88796182,1.5,1.5
-49.81884143,-56.19378783,1.5,1.5
-49.75662888,-55.49655788,1.5,1.5
-49.69908855,-54.79892681,1.5,1.5
-49.66032779,-54.10000077,1.5,1.5
-49.82110291,-53.41871422,1.5,1.5
-50.04470076,-52.75538625,1.5,1.5
-50.29244545,-52.10069352,1.5,1.5
-50.59129199,-51.46769214,1.5,1.5
-50.93925881,-50.86030504,1.5,1.5
-51.26339864,-50.23987505,1.5,1.5
-51.75132195,-49.73794792,1.5,1.5
-52.22567197,-49.22317413,1.5,1.5
-52.71796853,-48.72553561,1.5,1.5
-53.24482431,-48.26464192,1.5,1.5
-53.78124855,-47.81492086,1.5,1.5
-54.32375747,-47.37255893,1.5,1.5
-54.89396406,-46.9665239,1.5,1.5
-55.46339145,-46.55939684,1.5,1.5
-56.02414566,-46.14040434,1.5,1.5
-56.60154553,-45.7446653,1.5,1.5
-57.1789501,-45.34893311,1.5,1.5
-57.72225594,-44.90755033,1.5,1.5
-58.29352411,-44.50301025,1.5,1.5
-58.85416059,-44.08386022,1.5,1.5
-59.41539926,-43.66551688,1.5,1.5
-59.97881872,-43.25011525,1.5,1.5
-60.5477164,-42.84224833,1.5,1.5
-61.11067408,-42.42622111,1.5,1.5
-61.67302653,-42.00937614,1.5,1.5
-62.17148195,-41.51790672,1.5,1.5
-62.72855441,-41.09403142,1.5,1.5
-63.31106159,-40.70584926,1.5,1.5
-63.87080326,-40.28550503,1.5,1.5
-64.42243923,-39.8545784,1.5,1.5
-64.99326765,-39.44941805,1.5,1.5
-65.53538559,-39.00657707,1.5,1.5
-66.08062373,-38.56758348,1.5,1.5
-66.60546356,-38.10439545,1.5,1.5
-67.11829225,-37.62794321,1.5,1.5
-67.64566533,-37.16764153,1.5,1.5
-68.12376686,-36.6563501,1.5,1.5
-68.55218472,-36.10276349,1.5,1.5
-68.98688373,-35.55409531,1.5,1.5
-69.40179489,-34.99031456,1.5,1.5
-69.79301107,-34.40984071,1.5,1.5
-70.1638815,-33.8161614,1.5,1.5
-70.65818871,-33.32052001,1.5,1.5
-71.00330457,-32.71150848,1.5,1.5
-71.30806363,-32.08133238,1.5,1.5
-71.57863748,-31.43573979,1.5,1.5
-71.66994019,-30.74171975,1.5,1.5
-71.84281727,-30.06340308,1.5,1.5
-72.01313407,-29.38443902,1.5,1.5
-72.17190862,-28.70268346,1.5,1.5
-72.31878638,-28.01826625,1.5,1.5
-72.48538685,-27.33838076,1.5,1.5
-72.65846044,-26.66011419,1.5,1.5
-72.74771481,-25.96582775,1.5,1.5
-72.82136743,-25.26971333,1.5,1.5
-72.88625128,-24.5727269,1.5,1.5
-72.95635225,-23.87624585,1.5,1.5
-73.00894829,-23.1782246,1.5,1.5
-72.89337553,-22.48783128,1.5,1.5
